label_en,label_es,desc_en,desc_es,type,state,MS_FB_PARE,MS_FB,WIKIDATA
XIX Local Electoral District of México,XIX Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:19,Q52992338
XX Local Electoral District of México,XX Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:20,Q52992351
XXI Local Electoral District of México,XXI Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:21,Q52992353
XXII Local Electoral District of México,XXII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:22,Q52992357
XXIII Local Electoral District of México,XXIII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:23,Q52992360
XXIV Local Electoral District of México,XXIV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:24,Q52992363
XXV Local Electoral District of México,XXV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:25,Q52992365
XXVI Local Electoral District of México,XXVI Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:26,Q52992367
XXVII Local Electoral District of México,XXVII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:27,Q52992370
XXVIII Local Electoral District of México,XXVIII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:28,Q52992381
XXIX Local Electoral District of México,XXIX Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:29,Q52992390
XXX Local Electoral District of México,XXX Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:30,Q52992392
XXXI Local Electoral District of México,XXXI Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:31,Q52992394
XXXII Local Electoral District of México,XXXII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:32,Q52992398
XXXIII Local Electoral District of México,XXXIII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:33,Q52992399
XXXIV Local Electoral District of México,XXXIV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:34,Q52992400
XXXV Local Electoral District of México,XXXV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:35,Q52992405
XXXVI Local Electoral District of México,XXXVI Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:36,Q52992407
XXXVII Local Electoral District of México,XXXVII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:37,Q52992420
XXXVIII Local Electoral District of México,XXXVIII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:38,Q52992430
XXXIX Local Electoral District of México,XXXIX Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:39,Q52992433
XL Local Electoral District of México,XL Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:40,Q52992435
XLI Local Electoral District of México,XLI Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:41,Q52992439
XLII Local Electoral District of México,XLII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:42,Q52992441
XLIII Local Electoral District of México,XLIII Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:43,Q52992444
XLIV Local Electoral District of México,XLIV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:44,Q52992445
XLV Local Electoral District of México,XLV Distrito Electoral Local de México,local district of México,distrito local de México,local electoral district of México,México,country:mx/state:mex,country:mx/state:mex/led:45,Q52992448
I Local Electoral District of Michoacan,I Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:1,Q53002177
II Local Electoral District of Michoacan,II Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:2,Q53002179
III Local Electoral District of Michoacan,III Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:3,Q53002180
IV Local Electoral District of Michoacan,IV Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:4,Q53002189
V Local Electoral District of Michoacan,V Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:5,Q53002200
VI Local Electoral District of Michoacan,VI Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:6,Q53002203
VII Local Electoral District of Michoacan,VII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:7,Q53002204
VIII Local Electoral District of Michoacan,VIII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:8,Q53002208
IX Local Electoral District of Michoacan,IX Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:9,Q53002210
X Local Electoral District of Michoacan,X Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:10,Q53002213
XI Local Electoral District of Michoacan,XI Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:11,Q53002216
XII Local Electoral District of Michoacan,XII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:12,Q53002218
XIII Local Electoral District of Michoacan,XIII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:13,Q53002227
XIV Local Electoral District of Michoacan,XIV Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:14,Q53002239
XV Local Electoral District of Michoacan,XV Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:15,Q53002242
XVI Local Electoral District of Michoacan,XVI Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:16,Q53002245
XVII Local Electoral District of Michoacan,XVII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:17,Q53002248
XVIII Local Electoral District of Michoacan,XVIII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:18,Q53002250
XIX Local Electoral District of Michoacan,XIX Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:19,Q53002253
XX Local Electoral District of Michoacan,XX Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:20,Q53002256
XXI Local Electoral District of Michoacan,XXI Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:21,Q53002259
XXII Local Electoral District of Michoacan,XXII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:22,Q53002268
XXIII Local Electoral District of Michoacan,XXIII Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:23,Q53002278
XXIV Local Electoral District of Michoacan,XXIV Distrito Electoral Local de Michoacan,local district of Michoacan,distrito local de Michoacan,local electoral district of Michoacan,Michoacán,country:mx/state:mic,country:mx/state:mic/led:24,Q53002281
I Local Electoral District of Morelos,I Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:1,Q53002283
II Local Electoral District of Morelos,II Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:2,Q53002287
III Local Electoral District of Morelos,III Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:3,Q53002289
IV Local Electoral District of Morelos,IV Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:4,Q53002292
V Local Electoral District of Morelos,V Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:5,Q53002295
VI Local Electoral District of Morelos,VI Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:6,Q53002298
VII Local Electoral District of Morelos,VII Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:7,Q53002307
VIII Local Electoral District of Morelos,VIII Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:8,Q53002318
IX Local Electoral District of Morelos,IX Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:9,Q53002321
X Local Electoral District of Morelos,X Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:10,Q53002322
XI Local Electoral District of Morelos,XI Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:11,Q53002324
XII Local Electoral District of Morelos,XII Distrito Electoral Local de Morelos,local district of Morelos,distrito local de Morelos,local electoral district of Morelos,Morelos,country:mx/state:mor,country:mx/state:mor/led:12,Q53002326
I Local Electoral District of Nayarit,I Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:1,Q53002328
II Local Electoral District of Nayarit,II Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:2,Q53002332
III Local Electoral District of Nayarit,III Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:3,Q53002333
IV Local Electoral District of Nayarit,IV Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:4,Q53002340
V Local Electoral District of Nayarit,V Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:5,Q53002350
VI Local Electoral District of Nayarit,VI Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:6,Q53002352
VII Local Electoral District of Nayarit,VII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:7,Q53002355
VIII Local Electoral District of Nayarit,VIII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:8,Q53002358
IX Local Electoral District of Nayarit,IX Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:9,Q53002360
X Local Electoral District of Nayarit,X Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:10,Q53002361
XI Local Electoral District of Nayarit,XI Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:11,Q53002365
XII Local Electoral District of Nayarit,XII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:12,Q53002367
XIII Local Electoral District of Nayarit,XIII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:13,Q53002377
XIV Local Electoral District of Nayarit,XIV Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:14,Q53002384
XV Local Electoral District of Nayarit,XV Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:15,Q53002386
XVI Local Electoral District of Nayarit,XVI Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:16,Q53002387
XVII Local Electoral District of Nayarit,XVII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:17,Q53002390
XVIII Local Electoral District of Nayarit,XVIII Distrito Electoral Local de Nayarit,local district of Nayarit,distrito local de Nayarit,local electoral district of Nayarit,Nayarit,country:mx/state:nay,country:mx/state:nay/led:18,Q53002393
I Local Electoral District of Nuevo Leon,I Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:1,Q52999334
II Local Electoral District of Nuevo Leon,II Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:2,Q52999337
III Local Electoral District of Nuevo Leon,III Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:3,Q52999339
IV Local Electoral District of Nuevo Leon,IV Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:4,Q52999342
V Local Electoral District of Nuevo Leon,V Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:5,Q52999346
VI Local Electoral District of Nuevo Leon,VI Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:6,Q52999348
VII Local Electoral District of Nuevo Leon,VII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:7,Q52999352
VIII Local Electoral District of Nuevo Leon,VIII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:8,Q52999353
IX Local Electoral District of Nuevo Leon,IX Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:9,Q52999363
X Local Electoral District of Nuevo Leon,X Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:10,Q52999375
XI Local Electoral District of Nuevo Leon,XI Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:11,Q52999377
XII Local Electoral District of Nuevo Leon,XII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:12,Q52999381
XIII Local Electoral District of Nuevo Leon,XIII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:13,Q52999382
XIV Local Electoral District of Nuevo Leon,XIV Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:14,Q52999387
XV Local Electoral District of Nuevo Leon,XV Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:15,Q52999391
XVI Local Electoral District of Nuevo Leon,XVI Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:16,Q52999392
XVII Local Electoral District of Nuevo Leon,XVII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:17,Q52999397
XVIII Local Electoral District of Nuevo Leon,XVIII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:18,Q52999403
XIX Local Electoral District of Nuevo Leon,XIX Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:19,Q52999413
XX Local Electoral District of Nuevo Leon,XX Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:20,Q52999416
XXI Local Electoral District of Nuevo Leon,XXI Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:21,Q52999417
XXII Local Electoral District of Nuevo Leon,XXII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:22,Q52999418
XXIII Local Electoral District of Nuevo Leon,XXIII Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:23,Q52999421
XXIV Local Electoral District of Nuevo Leon,XXIV Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:24,Q52999423
XXV Local Electoral District of Nuevo Leon,XXV Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:25,Q52999428
XXVI Local Electoral District of Nuevo Leon,XXVI Distrito Electoral Local de Nuevo Leon,local district of Nuevo Leon,distrito local de Nuevo Leon,local electoral district of Nuevo Leon,Nuevo León,country:mx/state:nle,country:mx/state:nle/led:26,Q52999430
I Local Electoral District of Oaxaca,I Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:1,Q53002395
II Local Electoral District of Oaxaca,II Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:2,Q53002397
III Local Electoral District of Oaxaca,III Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:3,Q53002400
IV Local Electoral District of Oaxaca,IV Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:4,Q53002413
V Local Electoral District of Oaxaca,V Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:5,Q53002426
VI Local Electoral District of Oaxaca,VI Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:6,Q53002431
VII Local Electoral District of Oaxaca,VII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:7,Q53002432
VIII Local Electoral District of Oaxaca,VIII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:8,Q53002437
IX Local Electoral District of Oaxaca,IX Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:9,Q53002440
X Local Electoral District of Oaxaca,X Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:10,Q53002443
XI Local Electoral District of Oaxaca,XI Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:11,Q53002446
XII Local Electoral District of Oaxaca,XII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:12,Q53002451
XIII Local Electoral District of Oaxaca,XIII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:13,Q53002462
XIV Local Electoral District of Oaxaca,XIV Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:14,Q53002474
XV Local Electoral District of Oaxaca,XV Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:15,Q53002476
XVI Local Electoral District of Oaxaca,XVI Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:16,Q53002478
XVII Local Electoral District of Oaxaca,XVII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:17,Q53002482
XVIII Local Electoral District of Oaxaca,XVIII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:18,Q53002483
XIX Local Electoral District of Oaxaca,XIX Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:19,Q53002485
XX Local Electoral District of Oaxaca,XX Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:20,Q53002488
XXI Local Electoral District of Oaxaca,XXI Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:21,Q53002491
XXII Local Electoral District of Oaxaca,XXII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:22,Q53002500
XXIII Local Electoral District of Oaxaca,XXIII Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:23,Q53002512
XXIV Local Electoral District of Oaxaca,XXIV Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:24,Q53002515
XXV Local Electoral District of Oaxaca,XXV Distrito Electoral Local de Oaxaca,local district of Oaxaca,distrito local de Oaxaca,local electoral district of Oaxaca,Oaxaca,country:mx/state:oax,country:mx/state:oax/led:25,Q53002517
I Local Electoral District of Puebla,I Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:1,Q53002519
II Local Electoral District of Puebla,II Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:2,Q53002520
III Local Electoral District of Puebla,III Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:3,Q53002523
